Region,County,District,District Name, Charter Status,Staff_Category,Staff,FTE Count,Total Base Pay,Average Base Pay,Year
10,DALLAS COUNTY,57847.0,VILLAGE TECH SCHOOLS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 6,4.0,190000.0,47500.0,2019-2020
10,DALLAS COUNTY,57847.0,VILLAGE TECH SCHOOLS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 7,3.0,137800.0,45933.0,2019-2020
10,DALLAS COUNTY,57847.0,VILLAGE TECH SCHOOLS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 8,2.0,103700.0,51850.0,2019-2020
10,DALLAS COUNTY,57847.0,VILLAGE TECH SCHOOLS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADES 9-12,20.81,987309.0,47438.0,2019-2020
10,DALLAS COUNTY,57847.0,VILLAGE TECH SCHOOLS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,73.31,3513955.0,47933.0,2019-2020
10,DALLAS COUNTY,57847.0,VILLAGE TECH SCHOOLS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,COMMUNICATIONS PROFESSIONAL,1.0,41200.0,41200.0,2019-2020
10,DALLAS COUNTY,57847.0,VILLAGE TECH SCHOOLS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,COUNSELOR,2.0,126196.0,63098.0,2019-2020
10,DALLAS COUNTY,57847.0,VILLAGE TECH SCHOOLS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,INSTRUCT MATERIALS COORDINATOR,2.0,122879.0,61440.0,2019-2020
10,DALLAS COUNTY,57847.0,VILLAGE TECH SCHOOLS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,MAINTENANCE,1.0,51185.0,51185.0,2019-2020
10,DALLAS COUNTY,57847.0,VILLAGE TECH SCHOOLS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTH CAMP EXEMPT PROFESSNAL AUX,4.99,361566.0,72468.0,2019-2020
10,DALLAS COUNTY,57847.0,VILLAGE TECH SCHOOLS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TOTAL SUPPORT STAFF,10.99,703026.0,63974.0,2019-2020
10,DALLAS COUNTY,57847.0,VILLAGE TECH SCHOOLS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,BUSINESS MANAGER,1.0,101065.0,101065.0,2019-2020
10,DALLAS COUNTY,57847.0,VILLAGE TECH SCHOOLS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,3.0,250066.0,83355.0,2019-2020
10,DALLAS COUNTY,57847.0,VILLAGE TECH SCHOOLS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,REGISTRAR,1.0,49136.0,49136.0,2019-2020
10,DALLAS COUNTY,57847.0,VILLAGE TECH SCHOOLS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1.0,108173.0,108173.0,2019-2020
10,DALLAS COUNTY,57847.0,VILLAGE TECH SCHOOLS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,6.0,508440.0,84740.0,2019-2020
10,DALLAS COUNTY,57847.0,VILLAGE TECH SCHOOLS,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,90.3,4725421.0,52331.0,2019-2020
10,DALLAS COUNTY,57847.0,VILLAGE TECH SCHOOLS,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,26.24,625188.0,23825.0,2019-2020
10,DALLAS COUNTY,57847.0,VILLAGE TECH SCHOOLS,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,26.24,625188.0,23825.0,2019-2020
10,DALLAS COUNTY,57847.0,VILLAGE TECH SCHOOLS,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,116.54,5350609.0,45912.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ALL GRADE LEVELS,5.89,284412.0,48313.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADES 9-12,48.45,2338654.0,48266.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,54.34,2623066.0,48271.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,BUSINESS SERVICES PROFESSIONAL,1.49,94083.0,63143.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,COMMUNICATIONS PROFESSIONAL,1.0,42588.0,42588.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,COUNSELOR,5.81,301126.0,51804.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,DEPARTMENT HEAD,1.0,64469.0,64469.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,LEA/CMP INFO TECH PROFESSIONAL,2.0,132899.0,66443.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTH CAMP EXEMPT PROFESSNAL AUX,11.25,572521.0,50903.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTHR LEA EXEMPT PROFESSNAL AUX,6.49,429288.0,66153.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TOTAL SUPPORT STAFF,29.04,1636974.0,56370.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASSISTANT PRINCIPAL,1.09,65426.0,60123.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,BUSINESS MANAGER,1.0,148500.0,148500.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIST INSTR PGM DIR OR EXC DIR,3.0,202361.0,67454.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,5.03,395226.0,78636.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1.0,205500.0,205500.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,11.11,1017013.0,91506.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,94.49,5277053.0,55845.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,5.6,128344.0,22901.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,5.6,128344.0,22901.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CAMPUS OFFICE/CLERICAL,14.78,419533.0,28394.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CAMPUS TECHNOLOGY SPECIALIST,1.0,45923.0,45923.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CENTRAL OFFICE/CLERICAL,4.0,146100.0,36525.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,MAINTENANCE,2.0,73756.0,36878.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,OTHR NON-EXEMPT AUX INC VOLUNT,2.0,79980.0,39990.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER, ,TOTAL AUXILIARY STAFF,23.78,765292.0,32188.0,2019-2020
10,DALLAS COUNTY,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,123.87,6170689.0,49814.0,2019-2020
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,PRE-KINDERGARTEN,13.16,676905.0,51441.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN,12.66,624510.0,49330.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN/ELEMENTARY (K-6),2.3,107139.0,46639.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ELEMENTARY (GRADES 1-6),1.59,79857.0,50247.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),0.5,47355.0,93902.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ALL GRADE LEVELS,1.98,126236.0,63801.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 1,8.34,399939.0,47934.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 2,7.28,402724.0,55287.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 3,6.59,346606.0,52605.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 4,4.18,238860.0,57078.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 5,4.6,225897.0,49081.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 6,2.08,137389.0,66151.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 7,3.67,181195.0,49324.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 8,7.06,377541.0,53481.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADES 9-12,0.79,66830.0,85069.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,76.79,4038983.0,52599.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,BUSINESS SERVICES PROFESSIONAL,1.0,82000.0,82000.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,FOOD SERVICE PROFESSIONAL,0.99,59170.0,59810.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,LEA/CMP INFO TECH PROFESSIONAL,3.0,188657.0,62886.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTH CAMP EXEMPT PROFESSNAL AUX,1.0,65650.0,65650.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTHR LEA EXEMPT PROFESSNAL AUX,8.0,608400.0,76050.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SCHOOL COUNSELOR,1.84,115422.0,62743.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SCHOOL NURSE,2.0,94470.0,47235.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SPEECH THRPST/SPEECH-LANG PATH,1.0,74000.0,74000.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TOTAL SUPPORT STAFF,18.83,1287769.0,68393.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASSISTANT PRINCIPAL,1.0,76305.0,76305.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ATHLETIC DIRECTOR,0.99,57000.0,57616.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,BUSINESS MANAGER,2.0,193000.0,96500.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIST INSTR PGM DIR OR EXC DIR,5.0,394192.0,78838.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,0.14,12536.0,92791.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,REGISTRAR,2.0,100000.0,50000.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1.0,145000.0,145000.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,12.12,978033.0,80667.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,107.74,6304785.0,58518.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,30.73,926862.0,30165.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,30.73,926862.0,30165.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,BUSNESS/FINANCE CLERICAL,2.0,120000.0,60000.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CAMPUS OFFICE/CLERICAL,2.0,94142.0,47071.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CENTRAL OFFICE/CLERICAL,3.0,137362.0,45787.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CHILD NUTRITION,3.96,169748.0,42896.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CUSTODIAL-STAFF SRV IN AUX/SPT,10.48,333278.0,31788.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,MAINTENANCE-STF SRV IN AUX/SPT,4.0,151360.0,37840.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,OTHR NON-EXEMPT AUX INC VOLUNT,1.0,24000.0,24000.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,TRANSPORTATION,5.95,172560.0,29019.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL AUXILIARY STAFF,32.39,1202450.0,37126.0,2020-2021
10,DALLAS COUNTY,57816.0,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,170.86,8434097.0,49364.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,PRE-KINDERGARTEN,4.74,279772.0,59049.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN,4.75,253809.0,53442.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ELEMENTARY (GRADES 1-6),0.69,45037.0,65271.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),1.87,107923.0,57633.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ALL GRADE LEVELS,10.57,616398.0,58342.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 1,4.18,242053.0,57925.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 2,5.32,335737.0,63114.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 3,4.89,282453.0,57757.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 4,4.45,276920.0,62268.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 5,4.65,242166.0,52042.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 6,6.38,358216.0,56167.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 7,5.3,283269.0,53399.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 8,4.35,233597.0,53720.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADES 9-12,30.73,1802470.0,58658.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,92.86,5359820.0,57717.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,ATHLETICS - OTHR THAN ATHL DIR,0.11,7203.0,66633.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,BUSINESS SERVICES PROFESSIONAL,0.5,69360.0,138720.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,COMMUNICATIONS PROFESSIONAL,0.5,25155.0,50310.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,DEPARTMENT HEAD,0.11,7451.0,70894.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,EDUCATIONAL DIAGNOSTICIAN,0.5,35984.0,71968.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,FOOD SERVICE PROFESSIONAL,1.0,75990.0,75990.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,INSTRUCT MATERIALS COORDINATOR,2.0,156752.0,78376.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,LEA/CMP INFO TECH PROFESSIONAL,0.5,44522.0,89044.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,LSSP/PSYCHOLOGIST,0.5,35196.0,70392.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTH CAMP EXEMPT PROFESSNAL AUX,3.0,204797.0,68266.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTHR LEA EXEMPT PROFESSNAL AUX,1.0,77512.0,77512.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SCHOOL COUNSELOR,2.03,121660.0,59934.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SECURITY,0.5,37740.0,75480.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SPEECH THRPST/SPEECH-LANG PATH,1.0,56470.0,56470.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TEACHER FACILITATOR,2.73,170312.0,62388.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TOTAL SUPPORT STAFF,15.97,1126104.0,70500.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASSISTANT PRINCIPAL,5.0,387878.0,77576.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASST/ASSOC/DEPUTY SUPERINTEND.,1.0,143017.0,143017.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ATHLETIC DIRECTOR,1.0,74634.0,74634.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIR -PERSONNEL/HUMAN RESOURCES,1.0,71710.0,71710.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIST INSTR PGM DIR OR EXC DIR,2.75,287715.0,104624.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,1.87,185112.0,98790.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,0.5,110000.0,220000.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,13.12,1260066.0,96014.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,121.96,7745990.0,63512.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,25.66,726105.0,28303.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,25.66,726105.0,28303.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,BUSNESS/FINANCE CLERICAL,0.5,40350.0,80700.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CAMPUS OFFICE/CLERICAL,9.41,369730.0,39273.0,2020-2021
